Year,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
2020,Kentucky,Female,85 years and over,995.0,8357.0,835.0,14.0
2021,Kentucky,Male,Under 1 year,0.0,162.0,0.0,0.0
2021,Kentucky,Male,1-4 years,0.0,25.0,0.0,0.0
2021,Kentucky,Male,5-14 years,0.0,54.0,0.0,0.0
2021,Kentucky,Male,15-24 years,23.0,465.0,17.0,0.0
2021,Kentucky,Male,25-34 years,59.0,1052.0,35.0,0.0
2021,Kentucky,Male,35-44 years,161.0,1592.0,133.0,0.0
2021,Kentucky,Male,45-54 years,423.0,2745.0,345.0,0.0
2021,Kentucky,Male,55-64 years,905.0,5600.0,832.0,0.0
2021,Kentucky,Male,65-74 years,1273.0,7798.0,1307.0,0.0
2021,Kentucky,Male,75-84 years,1207.0,7432.0,1244.0,0.0
2021,Kentucky,Female,Under 1 year,0.0,143.0,0.0,0.0
2021,Kentucky,Female,1-4 years,0.0,28.0,0.0,0.0
2021,Kentucky,Female,5-14 years,0.0,44.0,0.0,0.0
2021,Kentucky,Female,15-24 years,0.0,206.0,0.0,0.0
2021,Kentucky,Female,25-34 years,44.0,444.0,31.0,0.0
2021,Kentucky,Female,35-44 years,131.0,922.0,108.0,0.0
2021,Kentucky,Female,45-54 years,299.0,1733.0,277.0,0.0
2021,Kentucky,Female,55-64 years,638.0,3886.0,645.0,0.0
2021,Kentucky,Female,65-74 years,991.0,6081.0,1029.0,0.0
2021,Kentucky,Female,75-84 years,1008.0,7147.0,1038.0,0.0
2021,Kentucky,Female,85 years and over,890.0,7915.0,803.0,0.0
2022,Kentucky,Male,Under 1 year,0.0,146.0,0.0,0.0
2022,Kentucky,Male,1-4 years,0.0,51.0,0.0,0.0
2022,Kentucky,Male,5-14 years,0.0,62.0,0.0,0.0
2022,Kentucky,Male,15-24 years,12.0,376.0,0.0,0.0
2022,Kentucky,Male,25-34 years,31.0,861.0,17.0,0.0
2022,Kentucky,Male,35-44 years,54.0,1458.0,63.0,0.0
2022,Kentucky,Male,45-54 years,180.0,2335.0,184.0,0.0
2022,Kentucky,Male,55-64 years,413.0,4965.0,503.0,17.0
2022,Kentucky,Male,65-74 years,774.0,7232.0,919.0,32.0
2022,Kentucky,Male,75-84 years,880.0,7339.0,1027.0,26.0
2022,Kentucky,Male,85 years and over,572.0,4833.0,585.0,33.0
2022,Kentucky,Female,Under 1 year,0.0,118.0,0.0,0.0
2022,Kentucky,Female,1-4 years,0.0,31.0,0.0,0.0
2022,Kentucky,Female,5-14 years,0.0,37.0,0.0,0.0
2022,Kentucky,Female,15-24 years,0.0,155.0,0.0,0.0
2022,Kentucky,Female,25-34 years,11.0,400.0,12.0,0.0
2022,Kentucky,Female,35-44 years,50.0,879.0,57.0,0.0
2022,Kentucky,Female,45-54 years,112.0,1433.0,147.0,0.0
2022,Kentucky,Female,55-64 years,330.0,3465.0,413.0,31.0
2022,Kentucky,Female,65-74 years,608.0,5664.0,693.0,36.0
2022,Kentucky,Female,75-84 years,836.0,7423.0,872.0,37.0
2022,Kentucky,Female,85 years and over,880.0,7915.0,705.0,39.0
2023,Kentucky,Male,Under 1 year,0.0,91.0,0.0,0.0
2023,Kentucky,Male,1-4 years,0.0,24.0,0.0,0.0
2023,Kentucky,Male,5-14 years,0.0,31.0,0.0,0.0
2023,Kentucky,Male,15-24 years,0.0,264.0,0.0,0.0
2023,Kentucky,Male,25-34 years,0.0,508.0,19.0,0.0
2023,Kentucky,Male,35-44 years,0.0,811.0,30.0,0.0
2023,Kentucky,Male,45-54 years,29.0,1418.0,74.0,0.0
2023,Kentucky,Male,55-64 years,63.0,3137.0,217.0,0.0
2023,Kentucky,Male,65-74 years,135.0,4518.0,397.0,0.0
2023,Kentucky,Male,75-84 years,196.0,4741.0,421.0,15.0
2023,Kentucky,Male,85 years and over,217.0,3097.0,301.0,0.0
2023,Kentucky,Female,Under 1 year,0.0,68.0,0.0,0.0
2023,Kentucky,Female,1-4 years,0.0,22.0,0.0,0.0
2023,Kentucky,Female,5-14 years,0.0,25.0,0.0,0.0
2023,Kentucky,Female,15-24 years,0.0,107.0,0.0,0.0
2023,Kentucky,Female,25-34 years,0.0,241.0,0.0,0.0
2023,Kentucky,Female,35-44 years,0.0,481.0,30.0,0.0
2023,Kentucky,Female,45-54 years,10.0,931.0,45.0,0.0
2023,Kentucky,Female,55-64 years,43.0,2099.0,203.0,0.0
2023,Kentucky,Female,65-74 years,95.0,3531.0,346.0,0.0
2023,Kentucky,Female,75-84 years,178.0,4702.0,422.0,12.0
2023,Kentucky,Female,85 years and over,213.0,4980.0,349.0,10.0
2020,Louisiana,Male,Under 1 year,0.0,234.0,0.0,0.0
2020,Louisiana,Male,1-4 years,0.0,46.0,0.0,0.0
2020,Louisiana,Male,5-14 years,0.0,77.0,0.0,0.0
2020,Louisiana,Male,15-24 years,10.0,566.0,10.0,0.0
2020,Louisiana,Male,25-34 years,25.0,1084.0,27.0,0.0
2020,Louisiana,Male,35-44 years,82.0,1485.0,76.0,0.0
2020,Louisiana,Male,45-54 years,228.0,2283.0,150.0,0.0
2020,Louisiana,Male,55-64 years,546.0,5117.0,462.0,0.0
2020,Louisiana,Male,65-74 years,1025.0,7103.0,864.0,12.0
2020,Louisiana,Male,75-84 years,1111.0,6860.0,867.0,0.0
2020,Louisiana,Male,85 years and over,752.0,5140.0,632.0,0.0
2020,Louisiana,Female,Under 1 year,0.0,190.0,0.0,0.0
2020,Louisiana,Female,1-4 years,0.0,33.0,0.0,0.0
2020,Louisiana,Female,5-14 years,0.0,44.0,0.0,0.0
2020,Louisiana,Female,15-24 years,0.0,214.0,0.0,0.0
2020,Louisiana,Female,25-34 years,22.0,490.0,26.0,0.0
2020,Louisiana,Female,35-44 years,63.0,757.0,52.0,0.0
2020,Louisiana,Female,45-54 years,140.0,1406.0,120.0,0.0
2020,Louisiana,Female,55-64 years,425.0,3422.0,357.0,0.0
2020,Louisiana,Female,65-74 years,675.0,5269.0,580.0,0.0
2020,Louisiana,Female,75-84 years,971.0,6632.0,741.0,12.0
2020,Louisiana,Female,85 years and over,980.0,8376.0,759.0,11.0
2021,Louisiana,Male,Under 1 year,0.0,219.0,0.0,0.0
2021,Louisiana,Male,1-4 years,0.0,53.0,0.0,0.0
2021,Louisiana,Male,5-14 years,0.0,79.0,0.0,0.0
2021,Louisiana,Male,15-24 years,24.0,651.0,14.0,0.0
2021,Louisiana,Male,55-64 years,822.0,5640.0,633.0,0.0
2021,Louisiana,Male,65-74 years,1055.0,7457.0,881.0,0.0
2021,Louisiana,Male,75-84 years,827.0,6747.0,741.0,0.0
2021,Louisiana,Male,85 years and over,411.0,4675.0,391.0,0.0
2021,Louisiana,Female,Under 1 year,0.0,195.0,0.0,0.0
2021,Louisiana,Female,1-4 years,0.0,56.0,0.0,0.0
2021,Louisiana,Female,5-14 years,0.0,56.0,0.0,0.0
2021,Louisiana,Female,15-24 years,22.0,233.0,14.0,0.0
2021,Louisiana,Female,25-34 years,59.0,534.0,46.0,0.0
2021,Louisiana,Female,35-44 years,147.0,972.0,110.0,0.0
2021,Louisiana,Female,45-54 years,284.0,1535.0,197.0,0.0
2021,Louisiana,Female,55-64 years,544.0,3486.0,435.0,0.0
2021,Louisiana,Female,65-74 years,811.0,5395.0,651.0,0.0
2021,Louisiana,Female,75-84 years,654.0,6324.0,590.0,0.0
2021,Louisiana,Female,85 years and over,573.0,7483.0,498.0,0.0
2022,Louisiana,Male,Under 1 year,0.0,226.0,0.0,0.0
2022,Louisiana,Male,1-4 years,0.0,65.0,0.0,0.0
2022,Louisiana,Male,5-14 years,0.0,63.0,0.0,0.0
2022,Louisiana,Male,15-24 years,0.0,617.0,0.0,0.0
2022,Louisiana,Male,25-34 years,24.0,1042.0,20.0,0.0
2022,Louisiana,Male,35-44 years,49.0,1619.0,45.0,0.0
2022,Louisiana,Male,45-54 years,96.0,2242.0,86.0,0.0
2022,Louisiana,Male,55-64 years,219.0,4665.0,241.0,0.0
2022,Louisiana,Male,65-74 years,409.0,6588.0,428.0,15.0
2022,Louisiana,Male,75-84 years,497.0,6396.0,466.0,0.0
2022,Louisiana,Male,85 years and over,350.0,4431.0,319.0,0.0
2022,Louisiana,Female,Under 1 year,0.0,186.0,0.0,0.0
2022,Louisiana,Female,1-4 years,0.0,41.0,0.0,0.0
2022,Louisiana,Female,5-14 years,0.0,52.0,0.0,0.0
2022,Louisiana,Female,15-24 years,0.0,195.0,0.0,0.0
2022,Louisiana,Female,25-34 years,20.0,450.0,22.0,0.0
2022,Louisiana,Female,35-44 years,35.0,847.0,34.0,0.0
2022,Louisiana,Female,45-54 years,70.0,1287.0,80.0,0.0
2022,Louisiana,Female,55-64 years,193.0,3111.0,202.0,13.0
2022,Louisiana,Female,65-74 years,286.0,4909.0,283.0,0.0
2022,Louisiana,Female,75-84 years,414.0,6194.0,399.0,0.0
2022,Louisiana,Female,85 years and over,423.0,7301.0,369.0,0.0
2023,Louisiana,Male,Under 1 year,0.0,107.0,0.0,0.0
2023,Louisiana,Male,1-4 years,0.0,29.0,0.0,0.0
2023,Louisiana,Male,5-14 years,0.0,46.0,0.0,0.0
2023,Louisiana,Male,15-24 years,0.0,347.0,0.0,0.0
2023,Louisiana,Male,25-34 years,0.0,548.0,0.0,0.0
2023,Louisiana,Male,35-44 years,0.0,868.0,17.0,0.0
2023,Louisiana,Male,45-54 years,12.0,1268.0,27.0,0.0
2023,Louisiana,Male,55-64 years,23.0,2706.0,98.0,0.0
2023,Louisiana,Male,65-74 years,80.0,4150.0,187.0,0.0
2023,Louisiana,Male,75-84 years,97.0,4191.0,220.0,0.0
2023,Louisiana,Male,85 years and over,98.0,2871.0,128.0,0.0
2023,Louisiana,Female,Under 1 year,0.0,105.0,0.0,0.0
2023,Louisiana,Female,1-4 years,0.0,21.0,0.0,0.0
2023,Louisiana,Female,5-14 years,0.0,31.0,0.0,0.0
2023,Louisiana,Female,15-24 years,0.0,108.0,0.0,0.0
2023,Louisiana,Female,25-34 years,0.0,233.0,0.0,0.0
2023,Louisiana,Female,35-44 years,0.0,459.0,11.0,0.0
2023,Louisiana,Female,45-54 years,0.0,740.0,25.0,0.0
2023,Louisiana,Female,55-64 years,23.0,1876.0,72.0,0.0
2023,Louisiana,Female,65-74 years,42.0,3132.0,129.0,0.0
2023,Louisiana,Female,75-84 years,112.0,4098.0,178.0,0.0
2023,Louisiana,Female,85 years and over,104.0,4721.0,175.0,0.0
2020,Maine,Male,Under 1 year,0.0,39.0,0.0,0.0
2020,Maine,Male,1-4 years,0.0,0.0,0.0,0.0
2020,Maine,Male,5-14 years,0.0,11.0,0.0,0.0
2020,Maine,Male,15-24 years,0.0,88.0,0.0,0.0
2020,Maine,Male,25-34 years,0.0,190.0,0.0,0.0
2020,Maine,Male,35-44 years,0.0,280.0,0.0,0.0
2020,Maine,Male,45-54 years,0.0,484.0,14.0,0.0
2020,Maine,Male,55-64 years,20.0,1231.0,57.0,0.0
2020,Maine,Male,65-74 years,47.0,1777.0,123.0,0.0
2020,Maine,Male,75-84 years,82.0,2068.0,186.0,0.0
2020,Maine,Male,85 years and over,68.0,1983.0,186.0,0.0
2020,Maine,Female,Under 1 year,0.0,33.0,0.0,0.0
2020,Maine,Female,1-4 years,0.0,0.0,0.0,0.0
2020,Maine,Female,5-14 years,0.0,0.0,0.0,0.0
2020,Maine,Female,15-24 years,0.0,19.0,0.0,0.0
2020,Maine,Female,25-34 years,0.0,66.0,0.0,0.0
2020,Maine,Female,35-44 years,0.0,128.0,0.0,0.0
2020,Maine,Female,45-54 years,0.0,274.0,12.0,0.0
2020,Maine,Female,55-64 years,0.0,636.0,36.0,0.0
2020,Maine,Female,65-74 years,26.0,1278.0,74.0,0.0
2020,Maine,Female,75-84 years,78.0,1891.0,133.0,0.0
2020,Maine,Female,85 years and over,124.0,3132.0,183.0,12.0
2021,Maine,Male,Under 1 year,0.0,29.0,0.0,0.0
2021,Maine,Male,1-4 years,0.0,12.0,0.0,0.0
2021,Maine,Male,5-14 years,0.0,0.0,0.0,0.0
2021,Maine,Male,15-24 years,0.0,74.0,0.0,0.0
2021,Maine,Male,25-34 years,0.0,225.0,0.0,0.0
2021,Maine,Male,35-44 years,18.0,347.0,15.0,0.0
2021,Maine,Male,45-54 years,51.0,612.0,39.0,0.0
2021,Maine,Male,55-64 years,128.0,1366.0,91.0,0.0
2021,Maine,Male,65-74 years,190.0,2028.0,175.0,0.0
2021,Maine,Male,75-84 years,216.0,2333.0,223.0,0.0
2021,Maine,Male,85 years and over,150.0,2067.0,184.0,0.0
2021,Maine,Female,Under 1 year,0.0,27.0,0.0,0.0
2021,Maine,Female,1-4 years,0.0,0.0,0.0,0.0
2021,Maine,Female,5-14 years,0.0,0.0,0.0,0.0
2021,Maine,Female,15-24 years,0.0,30.0,0.0,0.0
2021,Maine,Female,25-34 years,0.0,84.0,0.0,0.0
2021,Maine,Female,35-44 years,0.0,160.0,0.0,0.0
2021,Maine,Female,45-54 years,27.0,288.0,23.0,0.0
2021,Maine,Female,55-64 years,78.0,777.0,71.0,0.0
2021,Maine,Female,65-74 years,111.0,1410.0,115.0,0.0
2021,Maine,Female,75-84 years,180.0,2066.0,151.0,0.0
2021,Maine,Female,85 years and over,261.0,3178.0,168.0,0.0
2022,Maine,Male,Under 1 year,0.0,41.0,0.0,0.0
2022,Maine,Male,1-4 years,0.0,0.0,0.0,0.0
2022,Maine,Male,5-14 years,0.0,13.0,0.0,0.0
2022,Maine,Male,15-24 years,0.0,90.0,0.0,0.0
2022,Maine,Male,25-34 years,0.0,220.0,0.0,0.0
2022,Maine,Male,35-44 years,16.0,387.0,0.0,0.0
2022,Maine,Male,45-54 years,24.0,515.0,20.0,0.0
2022,Maine,Male,55-64 years,80.0,1310.0,85.0,0.0
2022,Maine,Male,65-74 years,133.0,2030.0,155.0,0.0
2022,Maine,Male,75-84 years,166.0,2293.0,228.0,10.0
2022,Maine,Male,85 years and over,136.0,2138.0,203.0,0.0
2022,Maine,Female,Under 1 year,0.0,37.0,0.0,0.0
2022,Maine,Female,1-4 years,0.0,0.0,0.0,0.0
2022,Maine,Female,5-14 years,0.0,10.0,0.0,0.0
2022,Maine,Female,15-24 years,0.0,33.0,0.0,0.0
2022,Maine,Female,25-34 years,0.0,95.0,0.0,0.0
2022,Maine,Female,35-44 years,0.0,169.0,0.0,0.0
2022,Maine,Female,45-54 years,16.0,305.0,15.0,0.0
2022,Maine,Female,55-64 years,38.0,769.0,49.0,0.0
2022,Maine,Female,65-74 years,91.0,1402.0,94.0,0.0
2022,Maine,Female,75-84 years,149.0,2117.0,127.0,0.0
2022,Maine,Female,85 years and over,181.0,3155.0,177.0,15.0
2023,Maine,Male,Under 1 year,0.0,22.0,0.0,0.0
2023,Maine,Male,1-4 years,0.0,0.0,0.0,0.0
2023,Maine,Male,5-14 years,0.0,11.0,0.0,0.0
2023,Maine,Male,15-24 years,0.0,61.0,0.0,0.0
2023,Maine,Male,25-34 years,0.0,125.0,0.0,0.0
2023,Maine,Male,35-44 years,0.0,225.0,0.0,0.0
2023,Maine,Male,45-54 years,0.0,319.0,0.0,0.0
2023,Maine,Male,55-64 years,10.0,816.0,47.0,0.0
2023,Maine,Male,65-74 years,31.0,1333.0,99.0,0.0
2023,Maine,Male,75-84 years,47.0,1644.0,109.0,0.0
2023,Maine,Male,85 years and over,51.0,1498.0,152.0,0.0
2023,Maine,Female,Under 1 year,0.0,17.0,0.0,0.0
2023,Maine,Female,1-4 years,0.0,0.0,0.0,0.0
2023,Maine,Female,5-14 years,0.0,0.0,0.0,0.0
2023,Maine,Female,15-24 years,0.0,21.0,0.0,0.0
2023,Maine,Female,25-34 years,0.0,46.0,0.0,0.0
2023,Maine,Female,35-44 years,0.0,101.0,0.0,0.0
2023,Maine,Female,45-54 years,0.0,190.0,11.0,0.0
2023,Maine,Female,55-64 years,12.0,519.0,31.0,0.0
2023,Maine,Female,65-74 years,25.0,974.0,58.0,0.0
2023,Maine,Female,75-84 years,40.0,1571.0,100.0,0.0
2023,Maine,Female,85 years and over,67.0,2250.0,129.0,0.0
2020,Maryland,Male,Under 1 year,0.0,198.0,0.0,0.0
2020,Maryland,Male,1-4 years,0.0,20.0,0.0,0.0
2020,Maryland,Male,5-14 years,0.0,41.0,0.0,0.0
2020,Maryland,Male,15-24 years,0.0,501.0,0.0,0.0
2020,Maryland,Male,25-34 years,38.0,1092.0,36.0,0.0
2020,Maryland,Male,35-44 years,86.0,1339.0,70.0,0.0
2020,Maryland,Male,45-54 years,215.0,2184.0,164.0,0.0
2020,Maryland,Male,55-64 years,489.0,4769.0,391.0,14.0
2020,Maryland,Male,65-74 years,754.0,6468.0,701.0,10.0
2020,Maryland,Male,75-84 years,1001.0,7040.0,914.0,18.0
2020,Maryland,Male,85 years and over,877.0,6858.0,828.0,18.0
2020,Maryland,Female,Under 1 year,0.0,158.0,0.0,0.0
2020,Maryland,Female,1-4 years,0.0,21.0,0.0,0.0
2020,Maryland,Female,5-14 years,0.0,31.0,0.0,0.0
2020,Maryland,Female,15-24 years,0.0,146.0,0.0,0.0
2020,Maryland,Female,25-34 years,13.0,475.0,22.0,0.0
2020,Maryland,Female,35-44 years,42.0,715.0,44.0,0.0
2020,Maryland,Female,45-54 years,110.0,1255.0,99.0,0.0
2020,Maryland,Female,55-64 years,280.0,3114.0,267.0,14.0
2020,Maryland,Female,65-74 years,595.0,5028.0,532.0,17.0
2020,Maryland,Female,75-84 years,879.0,6909.0,734.0,21.0
2020,Maryland,Female,85 years and over,1333.0,11269.0,1034.0,19.0
2021,Maryland,Male,Under 1 year,0.0,191.0,0.0,0.0
2021,Maryland,Male,1-4 years,0.0,17.0,0.0,0.0
2021,Maryland,Male,5-14 years,0.0,39.0,0.0,0.0
2021,Maryland,Male,15-24 years,0.0,466.0,15.0,0.0
2021,Maryland,Male,25-34 years,49.0,1074.0,37.0,0.0
2021,Maryland,Male,35-44 years,104.0,1390.0,84.0,0.0
2021,Maryland,Male,45-54 years,300.0,2171.0,207.0,0.0
2021,Maryland,Male,55-64 years,591.0,4783.0,495.0,0.0
2021,Maryland,Male,65-74 years,765.0,6469.0,737.0,0.0
2021,Maryland,Male,75-84 years,800.0,6804.0,835.0,0.0
2021,Maryland,Male,85 years and over,637.0,6298.0,687.0,0.0
2021,Maryland,Female,Under 1 year,0.0,164.0,0.0,0.0
2021,Maryland,Female,1-4 years,0.0,29.0,0.0,0.0
2021,Maryland,Female,5-14 years,0.0,35.0,0.0,0.0
2021,Maryland,Female,15-24 years,0.0,145.0,0.0,0.0
2021,Maryland,Female,25-34 years,29.0,403.0,22.0,0.0
2021,Maryland,Female,35-44 years,71.0,743.0,63.0,0.0
2021,Maryland,Female,45-54 years,179.0,1323.0,120.0,0.0
2021,Maryland,Female,55-64 years,415.0,3175.0,374.0,0.0
2021,Maryland,Female,65-74 years,619.0,5046.0,560.0,0.0
2021,Maryland,Female,75-84 years,668.0,6763.0,670.0,0.0
2021,Maryland,Female,85 years and over,851.0,9942.0,783.0,0.0
2022,Maryland,Male,Under 1 year,0.0,186.0,0.0,0.0
2022,Maryland,Male,1-4 years,0.0,18.0,0.0,0.0
2022,Maryland,Male,5-14 years,0.0,51.0,0.0,0.0
2022,Maryland,Male,15-24 years,0.0,456.0,0.0,0.0
2022,Maryland,Male,25-34 years,24.0,971.0,23.0,0.0
2022,Maryland,Male,35-44 years,72.0,1261.0,56.0,0.0
2022,Maryland,Male,45-54 years,118.0,1866.0,114.0,0.0
2022,Maryland,Male,55-64 years,277.0,4162.0,307.0,0.0
2022,Maryland,Male,65-74 years,528.0,6214.0,579.0,0.0
2022,Maryland,Male,75-84 years,636.0,6880.0,674.0,14.0
2022,Maryland,Male,85 years and over,623.0,6431.0,637.0,15.0
2022,Maryland,Female,Under 1 year,0.0,177.0,0.0,0.0
2022,Maryland,Female,1-4 years,0.0,26.0,0.0,0.0
2022,Maryland,Female,5-14 years,0.0,43.0,0.0,0.0
2022,Maryland,Female,15-24 years,0.0,152.0,0.0,0.0
2022,Maryland,Female,25-34 years,22.0,377.0,18.0,0.0
2022,Maryland,Female,35-44 years,38.0,663.0,31.0,0.0
2022,Maryland,Female,45-54 years,80.0,1151.0,85.0,0.0
2022,Maryland,Female,55-64 years,226.0,2880.0,213.0,0.0
2023,Maryland,Male,Under 1 year,0.0,113.0,0.0,0.0
2023,Maryland,Male,1-4 years,0.0,32.0,0.0,0.0
2023,Maryland,Male,5-14 years,0.0,32.0,0.0,0.0
2023,Maryland,Male,15-24 years,0.0,304.0,0.0,0.0
2023,Maryland,Male,25-34 years,0.0,591.0,0.0,0.0
2023,Maryland,Male,35-44 years,0.0,852.0,28.0,0.0
2023,Maryland,Male,45-54 years,15.0,1219.0,39.0,0.0
2023,Maryland,Male,55-64 years,37.0,2801.0,128.0,0.0
2023,Maryland,Male,65-74 years,104.0,3997.0,276.0,0.0
2023,Maryland,Male,75-84 years,139.0,4743.0,418.0,0.0
2023,Maryland,Male,85 years and over,208.0,4082.0,363.0,0.0
2023,Maryland,Female,Under 1 year,0.0,93.0,0.0,0.0
2023,Maryland,Female,1-4 years,0.0,17.0,0.0,0.0
2023,Maryland,Female,5-14 years,0.0,27.0,0.0,0.0
2023,Maryland,Female,15-24 years,0.0,85.0,0.0,0.0
2023,Maryland,Female,25-34 years,0.0,254.0,12.0,0.0
2023,Maryland,Female,35-44 years,0.0,448.0,24.0,0.0
2023,Maryland,Female,45-54 years,10.0,677.0,32.0,0.0
2023,Maryland,Female,55-64 years,33.0,1893.0,109.0,0.0
2023,Maryland,Female,65-74 years,80.0,3118.0,231.0,0.0
2023,Maryland,Female,75-84 years,125.0,4607.0,275.0,10.0
2023,Maryland,Female,85 years and over,228.0,6561.0,376.0,0.0
2020,Massachusetts,Male,Under 1 year,0.0,150.0,0.0,0.0
2020,Massachusetts,Male,1-4 years,0.0,16.0,0.0,0.0
2020,Massachusetts,Male,5-14 years,0.0,28.0,0.0,0.0
2020,Massachusetts,Male,15-24 years,0.0,293.0,0.0,0.0
2020,Massachusetts,Male,25-34 years,19.0,864.0,15.0,0.0
2020,Massachusetts,Male,35-44 years,44.0,1220.0,49.0,0.0
2020,Massachusetts,Male,45-54 years,130.0,2032.0,101.0,10.0
2020,Massachusetts,Male,55-64 years,459.0,4641.0,419.0,25.0
2020,Massachusetts,Male,65-74 years,966.0,7025.0,847.0,24.0
2020,Massachusetts,Male,75-84 years,1460.0,8411.0,1177.0,31.0
2020,Massachusetts,Male,85 years and over,1830.0,9679.0,1387.0,23.0
2020,Massachusetts,Female,Under 1 year,0.0,115.0,0.0,0.0
2020,Massachusetts,Female,1-4 years,0.0,15.0,0.0,0.0
2020,Massachusetts,Female,5-14 years,0.0,19.0,0.0,0.0
2020,Massachusetts,Female,15-24 years,0.0,130.0,0.0,0.0
2020,Massachusetts,Female,25-34 years,10.0,377.0,12.0,0.0
2020,Massachusetts,Female,35-44 years,20.0,576.0,18.0,0.0
2021,Massachusetts,Male,35-44 years,62.0,1246.0,55.0,0.0
2020,Massachusetts,Female,45-54 years,82.0,1122.0,65.0,0.0
2020,Massachusetts,Female,55-64 years,247.0,2768.0,242.0,0.0
2020,Massachusetts,Female,65-74 years,630.0,5083.0,524.0,13.0
2020,Massachusetts,Female,75-84 years,1312.0,8156.0,987.0,25.0
2020,Massachusetts,Female,85 years and over,3003.0,16210.0,1736.0,39.0
2021,Massachusetts,Male,Under 1 year,0.0,139.0,0.0,0.0
2021,Massachusetts,Male,1-4 years,0.0,29.0,0.0,0.0
2021,Massachusetts,Male,5-14 years,0.0,46.0,0.0,0.0
2021,Massachusetts,Male,15-24 years,0.0,319.0,0.0,0.0
2021,Massachusetts,Male,25-34 years,43.0,882.0,25.0,0.0
2021,Massachusetts,Male,45-54 years,193.0,2023.0,148.0,0.0
2021,Massachusetts,Male,55-64 years,468.0,4657.0,467.0,0.0
2021,Massachusetts,Male,65-74 years,729.0,7009.0,788.0,0.0
2021,Massachusetts,Male,75-84 years,837.0,7939.0,898.0,0.0
2021,Massachusetts,Male,85 years and over,819.0,8570.0,898.0,0.0
2021,Massachusetts,Female,Under 1 year,0.0,115.0,0.0,0.0
2021,Massachusetts,Female,1-4 years,0.0,13.0,0.0,0.0
2021,Massachusetts,Female,5-14 years,0.0,36.0,0.0,0.0
2021,Massachusetts,Female,15-24 years,0.0,113.0,0.0,0.0
2021,Massachusetts,Female,25-34 years,14.0,343.0,10.0,0.0
2021,Massachusetts,Female,35-44 years,33.0,638.0,33.0,0.0
2021,Massachusetts,Female,45-54 years,75.0,1171.0,93.0,0.0
2021,Massachusetts,Female,55-64 years,253.0,2849.0,237.0,0.0
2021,Massachusetts,Female,65-74 years,438.0,5017.0,477.0,0.0
2021,Massachusetts,Female,75-84 years,655.0,7546.0,710.0,0.0
2021,Massachusetts,Female,85 years and over,943.0,13255.0,939.0,0.0
2022,Massachusetts,Male,Under 1 year,0.0,145.0,0.0,0.0
2022,Massachusetts,Male,1-4 years,0.0,36.0,0.0,0.0
2022,Massachusetts,Male,5-14 years,0.0,39.0,0.0,0.0
2022,Massachusetts,Male,15-24 years,0.0,311.0,0.0,0.0
2022,Massachusetts,Male,25-34 years,17.0,765.0,12.0,0.0
2022,Massachusetts,Male,35-44 years,41.0,1223.0,37.0,0.0
2022,Massachusetts,Male,45-54 years,100.0,1881.0,89.0,0.0
2022,Massachusetts,Male,55-64 years,236.0,4454.0,285.0,0.0
2022,Massachusetts,Male,65-74 years,506.0,6717.0,580.0,13.0
2022,Massachusetts,Male,75-84 years,622.0,8165.0,811.0,23.0
2022,Massachusetts,Male,85 years and over,723.0,8489.0,788.0,38.0
2022,Massachusetts,Female,Under 1 year,0.0,105.0,0.0,0.0
2022,Massachusetts,Female,1-4 years,0.0,14.0,0.0,0.0
2022,Massachusetts,Female,5-14 years,0.0,48.0,0.0,0.0
2022,Massachusetts,Female,15-24 years,0.0,119.0,0.0,0.0
2022,Massachusetts,Female,25-34 years,17.0,348.0,14.0,0.0
2022,Massachusetts,Female,35-44 years,31.0,638.0,31.0,0.0
2022,Massachusetts,Female,45-54 years,64.0,1094.0,55.0,0.0
2022,Massachusetts,Female,55-64 years,183.0,2837.0,197.0,0.0
2022,Massachusetts,Female,65-74 years,334.0,5061.0,418.0,24.0
2022,Massachusetts,Female,75-84 years,464.0,7882.0,566.0,32.0
2022,Massachusetts,Female,85 years and over,976.0,13853.0,882.0,48.0
2023,Massachusetts,Male,Under 1 year,0.0,97.0,0.0,0.0
2023,Massachusetts,Male,1-4 years,0.0,27.0,0.0,0.0
2023,Massachusetts,Male,5-14 years,0.0,35.0,0.0,0.0
2023,Massachusetts,Male,15-24 years,0.0,190.0,0.0,0.0
2023,Massachusetts,Male,25-34 years,0.0,511.0,0.0,0.0
2023,Massachusetts,Male,35-44 years,0.0,816.0,21.0,0.0
2023,Massachusetts,Male,45-54 years,12.0,1233.0,33.0,0.0
2023,Massachusetts,Male,55-64 years,36.0,2851.0,124.0,0.0
2023,Massachusetts,Male,65-74 years,97.0,4482.0,301.0,12.0
2023,Massachusetts,Male,75-84 years,177.0,5716.0,465.0,13.0
2023,Massachusetts,Male,85 years and over,243.0,5838.0,471.0,19.0
2023,Massachusetts,Female,Under 1 year,0.0,63.0,0.0,0.0
2023,Massachusetts,Female,1-4 years,0.0,11.0,0.0,0.0
2023,Massachusetts,Female,5-14 years,0.0,29.0,0.0,0.0
2023,Massachusetts,Female,15-24 years,0.0,64.0,0.0,0.0
2023,Massachusetts,Female,25-34 years,0.0,224.0,0.0,0.0
2023,Massachusetts,Female,35-44 years,0.0,404.0,14.0,0.0
2023,Massachusetts,Female,45-54 years,10.0,754.0,40.0,0.0
